From	To	Species	Gene Name
ENSBTAG00000045940	LOC112445077	Bos taurus	spermatid nuclear transition protein 3-like(LOC112445077)
ENSBTAG00000006366	NFATC4	Bos taurus	nuclear factor of activated T cells 4(NFATC4)
ENSBTAG00000021992	CAVIN4	Bos taurus	caveolae associated protein 4(CAVIN4)
ENSBTAG00000020661	ABCA1	Bos taurus	ATP binding cassette subfamily A member 1(ABCA1)
ENSBTAG00000007696	TRAPPC8	Bos taurus	trafficking protein particle complex subunit 8(TRAPPC8)
ENSBTAG00000031309	RAG2	Bos taurus	recombination activating 2(RAG2)
ENSBTAG00000019672	LOC574091	Bos taurus	nucleoside-diphosphate kinase NBR-A(LOC574091)
ENSBTAG00000032637	EXOC1	Bos taurus	exocyst complex component 1(EXOC1)
ENSBTAG00000017010	SLX9	Bos taurus	SLX9 ribosome biogenesis factor(SLX9)
ENSBTAG00000018340	LOC617072	Bos taurus	zinc finger CCHC-type and RNA-binding motif-containing protein 1 pseudogene(LOC617072)
ENSBTAG00000031306	PLSCR1	Bos taurus	phospholipid scramblase 1(PLSCR1)
ENSBTAG00000018345	FBXO39	Bos taurus	F-box protein 39(FBXO39)
ENSBTAG00000055257	RAP2B	Bos taurus	RAP2B, member of RAS oncogene family(RAP2B)
ENSBTAG00000019678	ALKBH6	Bos taurus	alkB homolog 6(ALKBH6)
ENSBTAG00000019679	SYNE4	Bos taurus	spectrin repeat containing nuclear envelope family member 4(SYNE4)
ENSBTAG00000018343	NCR3	Bos taurus	natural cytotoxicity triggering receptor 3(NCR3)
ENSBTAG00000018342	TJP3	Bos taurus	tight junction protein 3(TJP3)
ENSBTAG00000017011	CCDC125	Bos taurus	coiled-coil domain containing 125(CCDC125)
ENSBTAG00000018349	IFI30	Bos taurus	IFI30 lysosomal thiol reductase(IFI30)
ENSBTAG00000017017	CTPS2	Bos taurus	CTP synthase 2(CTPS2)
ENSBTAG00000019674	CLIP3	Bos taurus	CAP-Gly domain containing linker protein 3(CLIP3)
ENSBTAG00000018348	CBLL1	Bos taurus	Cbl proto-oncogene like 1(CBLL1)
ENSBTAG00000019675	ATXN1	Bos taurus	ataxin 1(ATXN1)
ENSBTAG00000018347	IL33	Bos taurus	interleukin 33(IL33)
ENSBTAG00000017016	H3-5	Bos taurus	H3 histone, family 3C(H3-5)
ENSBTAG00000033961	RNF217	Bos taurus	ring finger protein 217(RNF217)
ENSBTAG00000019676	MC4R	Bos taurus	melanocortin 4 receptor(MC4R)
ENSBTAG00000018346	TRIM42	Bos taurus	tripartite motif containing 42(TRIM42)
ENSBTAG00000017015	TEKT5	Bos taurus	tektin 5(TEKT5)
ENSBTAG00000044608	MIR2394	Bos taurus	microRNA mir-2394(MIR2394)
ENSBTAG00000055260	LOC112442461	Bos taurus	U6 spliceosomal RNA(LOC112442461)
ENSBTAG00000007660	ZNF414	Bos taurus	zinc finger protein 414(ZNF414)
ENSBTAG00000018318	DNAJB5	Bos taurus	DnaJ heat shock protein family (Hsp40) member B5(DNAJB5)
ENSBTAG00000008991	EIF4ENIF1	Bos taurus	eukaryotic translation initiation factor 4E nuclear import factor 1(EIF4ENIF1)
ENSBTAG00000008990	DRG1	Bos taurus	developmentally regulated GTP binding protein 1(DRG1)
ENSBTAG00000018317	PPP2R2A	Bos taurus	protein phosphatase 2 regulatory subunit Balpha(PPP2R2A)
ENSBTAG00000019648	RACK1	Bos taurus	receptor for activated C kinase 1(RACK1)
ENSBTAG00000021968	MID2	Bos taurus	midline 2(MID2)
ENSBTAG00000044604	LOC112448626	Bos taurus	small nucleolar RNA U89(LOC112448626)
ENSBTAG00000021969	KLHL29	Bos taurus	kelch like family member 29(KLHL29)
ENSBTAG00000020638	TIMP3	Bos taurus	TIMP metallopeptidase inhibitor 3(TIMP3)
ENSBTAG00000020635	VPS45	Bos taurus	vacuolar protein sorting 45 homolog(VPS45)
ENSBTAG00000044606	MIR2382	Bos taurus	microRNA mir-2382(MIR2382)
ENSBTAG00000021967	TMEM168	Bos taurus	transmembrane protein 168(TMEM168)
ENSBTAG00000020636	SYN3	Bos taurus	synapsin III(SYN3)
ENSBTAG00000005003	RBP3	Bos taurus	retinol binding protein 3(RBP3)
ENSBTAG00000008997	ENG	Bos taurus	endoglin(ENG)
ENSBTAG00000045931	MAGT1	Bos taurus	magnesium transporter 1(MAGT1)
ENSBTAG00000020633	NOB1	Bos taurus	NIN1 (RPN12) binding protein 1 homolog(NOB1)
ENSBTAG00000021964	CDH17	Bos taurus	cadherin 17(CDH17)
ENSBTAG00000007666	IGF2BP2	Bos taurus	insulin like growth factor 2 mRNA binding protein 2(IGF2BP2)
ENSBTAG00000021965	SUB1	Bos taurus	SUB1 regulator of transcription(SUB1)
ENSBTAG00000005004	GDF2	Bos taurus	growth differentiation factor 2(GDF2)
ENSBTAG00000007665	NPR3	Bos taurus	natriuretic peptide receptor 3(NPR3)
ENSBTAG00000006335	STAT6	Bos taurus	signal transducer and activator of transcription 6(STAT6)
ENSBTAG00000020634	FBXO7	Bos taurus	F-box protein 7(FBXO7)
ENSBTAG00000008996	SFI1	Bos taurus	SFI1 centrin binding protein(SFI1)
ENSBTAG00000005005	CSN1S2	Bos taurus	casein alpha-S2(CSN1S2)
ENSBTAG00000007668	AGPAT4	Bos taurus	1-acylglycerol-3-phosphate O-acyltransferase 4(AGPAT4)
ENSBTAG00000021962	BCLAF3	Bos taurus	BCLAF1 and THRAP3 family member 3(BCLAF3)
ENSBTAG00000021963	SLAIN2	Bos taurus	SLAIN motif family member 2(SLAIN2)
ENSBTAG00000044603	LOC112448299	Bos taurus	U6 spliceosomal RNA(LOC112448299)
ENSBTAG00000020632	NQO1	Bos taurus	NAD(P)H quinone dehydrogenase 1(NQO1)
ENSBTAG00000045934	GPR82	Bos taurus	G protein-coupled receptor 82(GPR82)
ENSBTAG00000006330	RBM5	Bos taurus	RNA binding motif protein 5(RBM5)
ENSBTAG00000008993	INTS6L	Bos taurus	integrator complex subunit 6 like(INTS6L)
ENSBTAG00000007662	HSPA5	Bos taurus	heat shock protein family A (Hsp70) member 5(HSPA5)
ENSBTAG00000021960	GPX8	Bos taurus	glutathione peroxidase 8 (putative)(GPX8)
ENSBTAG00000007661	MYO1F	Bos taurus	myosin IF(MYO1F)
ENSBTAG00000021961	SPR	Bos taurus	sepiapterin reductase(SPR)
ENSBTAG00000020630	KCMF1	Bos taurus	potassium channel modulatory factor 1(KCMF1)
ENSBTAG00000045930	SYCN	Bos taurus	syncollin(SYCN)
ENSBTAG00000008994	FPGS	Bos taurus	folylpolyglutamate synthase(FPGS)
ENSBTAG00000005002	GALE	Bos taurus	UDP-galactose-4-epimerase(GALE)
ENSBTAG00000005008	WSB1	Bos taurus	WD repeat and SOCS box containing 1(WSB1)
ENSBTAG00000006339	LOC785479	Bos taurus	non-histone chromosomal protein HMG-14(LOC785479)
ENSBTAG00000005009	PRELID1	Bos taurus	PRELI domain containing 1(PRELID1)
ENSBTAG00000019644	EXT2	Bos taurus	exostosin glycosyltransferase 2(EXT2)
ENSBTAG00000055268	LOC112444545	Bos taurus	U6 spliceosomal RNA(LOC112444545)
ENSBTAG00000019645	TFDP1	Bos taurus	transcription factor Dp-1(TFDP1)
ENSBTAG00000019646	TRIM41	Bos taurus	tripartite motif containing 41(TRIM41)
ENSBTAG00000018310	SETD3	Bos taurus	SET domain containing 3, actin histidine methyltransferase(SETD3)
ENSBTAG00000033954	PRPS1L1	Bos taurus	phosphoribosyl pyrophosphate synthetase 1 like 1(PRPS1L1)
ENSBTAG00000032623	KCNG3	Bos taurus	potassium voltage-gated channel modifier subfamily G member 3(KCNG3)
ENSBTAG00000018316	ZMYND15	Bos taurus	zinc finger MYND-type containing 15(ZMYND15)
ENSBTAG00000018315	PELP1	Bos taurus	proline, glutamate and leucine rich protein 1(PELP1)
ENSBTAG00000018314	MED11	Bos taurus	mediator complex subunit 11(MED11)
ENSBTAG00000018313	MBNL2	Bos taurus	muscleblind like splicing regulator 2(MBNL2)
ENSBTAG00000055272	OR8B1Q	Bos taurus	olfactory receptor family 8 subfamily B member 1Q(OR8B1Q)
ENSBTAG00000045929	LOC512440	Bos taurus	myeloid-associated differentiation marker-like(LOC512440)
ENSBTAG00000018329	EXOSC7	Bos taurus	exosome component 7(EXOSC7)
ENSBTAG00000020648	SCFD2	Bos taurus	sec1 family domain containing 2(SCFD2)
ENSBTAG00000021979	EEF1B2	Bos taurus	eukaryotic translation elongation factor 1 beta 2(EEF1B2)
ENSBTAG00000045925	CITED1	Bos taurus	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1(CITED1)
ENSBTAG00000020649	CIITA	Bos taurus	class II major histocompatibility complex transactivator(CIITA)
ENSBTAG00000020646	ZC3H6	Bos taurus	zinc finger CCCH-type containing 6(ZC3H6)
ENSBTAG00000021977	PRRC1	Bos taurus	proline rich coiled-coil 1(PRRC1)
ENSBTAG00000020647	RASL11B	Bos taurus	RAS like family 11 member B(RASL11B)
ENSBTAG00000021978	PARVB	Bos taurus	parvin beta(PARVB)
ENSBTAG00000021975	PATJ	Bos taurus	PATJ crumbs cell polarity complex component(PATJ)
ENSBTAG00000006345	ART1	Bos taurus	ADP-ribosyltransferase 1(ART1)
ENSBTAG00000020644	GPC4	Bos taurus	glypican 4(GPC4)
ENSBTAG00000045920	LOC112449148	Bos taurus	5S ribosomal RNA(LOC112449148)
ENSBTAG00000020645	GNAI2	Bos taurus	G protein subunit alpha i2(GNAI2)
ENSBTAG00000021976	NDUFS1	Bos taurus	NADH:ubiquinone oxidoreductase core subunit S1(NDUFS1)
ENSBTAG00000006346	DAP	Bos taurus	death associated protein(DAP)
ENSBTAG00000005015	SFXN3	Bos taurus	sideroflexin 3(SFXN3)
ENSBTAG00000045922	OR6C3	Bos taurus	olfactory receptor family 6 subfamily C member 3(OR6C3)
ENSBTAG00000005016	AP3B1	Bos taurus	adaptor related protein complex 3 subunit beta 1(AP3B1)
ENSBTAG00000006347	UTP4	Bos taurus	UTP4 small subunit processome component(UTP4)
ENSBTAG00000020642	ZDHHC13	Bos taurus	zinc finger DHHC-type palmitoyltransferase 13(ZDHHC13)
ENSBTAG00000005017	ZNF169	Bos taurus	zinc finger protein 169(ZNF169)
ENSBTAG00000021974	SMUG1	Bos taurus	single-strand-selective monofunctional uracil-DNA glycosylase 1(SMUG1)
ENSBTAG00000045923	BOLA-DYB	Bos taurus	major histocompatibility complex, class II, DY beta(BOLA-DYB)
ENSBTAG00000020643	BARX2	Bos taurus	BARX homeobox 2(BARX2)
ENSBTAG00000007678	MKX	Bos taurus	mohawk homeobox(MKX)
ENSBTAG00000005010	MXD3	Bos taurus	MAX dimerization protein 3(MXD3)
ENSBTAG00000021971	SNCAIP	Bos taurus	synuclein alpha interacting protein(SNCAIP)
ENSBTAG00000006341	SLC35F4	Bos taurus	solute carrier family 35 member F4(SLC35F4)
ENSBTAG00000006342	ATP5IF1	Bos taurus	ATP synthase inhibitory factor subunit 1(ATP5IF1)
ENSBTAG00000021972	DNAH5	Bos taurus	dynein axonemal heavy chain 5(DNAH5)
ENSBTAG00000020641	PSMA5	Bos taurus	proteasome 20S subunit alpha 5(PSMA5)
ENSBTAG00000007675	NPHP1	Bos taurus	nephrocystin 1(NPHP1)
ENSBTAG00000005012	HSPH1	Bos taurus	heat shock protein family H (Hsp110) member 1(HSPH1)
ENSBTAG00000006343	IL1R2	Bos taurus	interleukin 1 receptor type 2(IL1R2)
ENSBTAG00000021970	EYA4	Bos taurus	EYA transcriptional coactivator and phosphatase 4(EYA4)
ENSBTAG00000007674	ISX	Bos taurus	intestine specific homeobox(ISX)
ENSBTAG00000006349	EXTL1	Bos taurus	exostosin like glycosyltransferase 1(EXTL1)
ENSBTAG00000005018	NFAM1	Bos taurus	NFAT activating protein with ITAM motif 1(NFAM1)
ENSBTAG00000005019	PRSS50	Bos taurus	serine protease 50(PRSS50)
ENSBTAG00000032617	FBXO44	Bos taurus	F-box protein 44(FBXO44)
ENSBTAG00000018323	MAGEA11	Bos taurus	melanoma antigen family A, 11(MAGEA11)
ENSBTAG00000018322	SEC24A	Bos taurus	SEC24 homolog A, COPII coat complex component(SEC24A)
ENSBTAG00000018321	PAOX	Bos taurus	polyamine oxidase(PAOX)
ENSBTAG00000032613	SCG5	Bos taurus	secretogranin V(SCG5)
ENSBTAG00000055277	OR7A77	Bos taurus	olfactory receptor family 7 subfamily A member 77(OR7A77)
ENSBTAG00000018320	RPLP1	Bos taurus	ribosomal protein lateral stalk subunit P1(RPLP1)
ENSBTAG00000019658	ASB16	Bos taurus	ankyrin repeat and SOCS box containing 16(ASB16)
ENSBTAG00000055278	NEGR1	Bos taurus	neuronal growth regulator 1(NEGR1)
ENSBTAG00000019651	TRIM52	Bos taurus	tripartite motif containing 52(TRIM52)
ENSBTAG00000019652	STK26	Bos taurus	serine/threonine kinase 26(STK26)
ENSBTAG00000018326	FXYD7	Bos taurus	FXYD domain containing ion transport regulator 7(FXYD7)
ENSBTAG00000018324	AGO3	Bos taurus	argonaute RISC catalytic component 3(AGO3)
ENSBTAG00000055282	CLDN2	Bos taurus	claudin 2(CLDN2)
ENSBTAG00000020619	PKD1	Bos taurus	polycystin 1, transient receptor potential channel interacting(PKD1)
ENSBTAG00000055283	LOC112448355	Bos taurus	U6 spliceosomal RNA(LOC112448355)
ENSBTAG00000021948	ZMYM6	Bos taurus	zinc finger MYM-type containing 6(ZMYM6)
ENSBTAG00000020617	TSC2	Bos taurus	TSC complex subunit 2(TSC2)
ENSBTAG00000055280	LOC112449425	Bos taurus	U6 spliceosomal RNA(LOC112449425)
ENSBTAG00000021949	NEFL	Bos taurus	neurofilament light chain(NEFL)
ENSBTAG00000055281	LOC100848357	Bos taurus	uncharacterized LOC100848357(LOC100848357)
ENSBTAG00000020615	CCDC105	Bos taurus	coiled-coil domain containing 105(CCDC105)
ENSBTAG00000055286	MACIR	Bos taurus	macrophage immunometabolism regulator(MACIR)
ENSBTAG00000019627	THY1	Bos taurus	Thy-1 cell surface antigen(THY1)
ENSBTAG00000045914	LOC100297725	Bos taurus	H3 histone, family 3A-like(LOC100297725)
ENSBTAG00000020616	DGKD	Bos taurus	diacylglycerol kinase delta(DGKD)
ENSBTAG00000019628	EDAR	Bos taurus	ectodysplasin A receptor(EDAR)
ENSBTAG00000021944	RTRAF	Bos taurus	RNA transcription, translation and transport factor(RTRAF)
ENSBTAG00000020613	STK16	Bos taurus	serine/threonine kinase 16(STK16)
ENSBTAG00000020614	PRKCE	Bos taurus	protein kinase C epsilon(PRKCE)
ENSBTAG00000021945	NID2	Bos taurus	nidogen 2(NID2)
ENSBTAG00000020611	GLB1L	Bos taurus	galactosidase beta 1 like(GLB1L)
ENSBTAG00000007644	GNG7	Bos taurus	G protein subunit gamma 7(GNG7)
ENSBTAG00000021942	HPS6	Bos taurus	HPS6 biogenesis of lysosomal organelles complex 2 subunit 3(HPS6)
ENSBTAG00000006313	OR6C76	Bos taurus	olfactory receptor family 6 subfamily C member 76(OR6C76)
ENSBTAG00000021943	NFYC	Bos taurus	nuclear transcription factor Y subunit gamma(NFYC)
ENSBTAG00000007643	LOC615278	Bos taurus	E3 ubiquitin-protein ligase TRIM39(LOC615278)
ENSBTAG00000020612	NEK3	Bos taurus	NIMA related kinase 3(NEK3)
ENSBTAG00000007646	PIGA	Bos taurus	phosphatidylinositol glycan anchor biosynthesis class A(PIGA)
ENSBTAG00000021940	CCDC149	Bos taurus	coiled-coil domain containing 149(CCDC149)
ENSBTAG00000008977	TOMM6	Bos taurus	translocase of outer mitochondrial membrane 6(TOMM6)
ENSBTAG00000021941	DPP6	Bos taurus	dipeptidyl peptidase like 6(DPP6)
ENSBTAG00000020610	ANKZF1	Bos taurus	ankyrin repeat and zinc finger peptidyl tRNA hydrolase 1(ANKZF1)
ENSBTAG00000008973	ASB6	Bos taurus	ankyrin repeat and SOCS box containing 6(ASB6)
ENSBTAG00000007648	NET1	Bos taurus	neuroepithelial cell transforming 1(NET1)
ENSBTAG00000008978	USP22	Bos taurus	ubiquitin specific peptidase 22(USP22)
ENSBTAG00000032603	LOC515333	Bos taurus	multidrug resistance-associated protein 4(LOC515333)
ENSBTAG00000007647	OR13H1	Bos taurus	olfactory receptor family 13 subfamily H member 1(OR13H1)
ENSBTAG00000007649	TM2D3	Bos taurus	TM2 domain containing 3(TM2D3)
ENSBTAG00000019622	TPBGL	Bos taurus	trophoblast glycoprotein like(TPBGL)
ENSBTAG00000019623	GRID1	Bos taurus	glutamate ionotropic receptor delta type subunit 1(GRID1)
ENSBTAG00000055288	OR2B7C	Bos taurus	olfactory receptor family 2 subfamily B member 7C(OR2B7C)
ENSBTAG00000019625	EHHADH	Bos taurus	enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase(EHHADH)
ENSBTAG00000019621	NDRG3	Bos taurus	NDRG family member 3(NDRG3)
ENSBTAG00000018307	SEMA3F	Bos taurus	semaphorin 3F(SEMA3F)
ENSBTAG00000055291	LOC112444232	Bos taurus	U6 spliceosomal RNA(LOC112444232)
ENSBTAG00000021959	CDC20B	Bos taurus	cell division cycle 20B(CDC20B)
ENSBTAG00000045909	FAM174A	Bos taurus	family with sequence similarity 174 member A(FAM174A)
ENSBTAG00000020629	UTP18	Bos taurus	UTP18 small subunit processome component(UTP18)
ENSBTAG00000045902	EPHB2	Bos taurus	EPH receptor B2(EPHB2)
ENSBTAG00000021957	LTBP2	Bos taurus	latent transforming growth factor beta binding protein 2(LTBP2)
ENSBTAG00000055297	LOC112442115	Bos taurus	U6 spliceosomal RNA(LOC112442115)
ENSBTAG00000020626	ERCC6L2	Bos taurus	ERCC excision repair 6 like 2(ERCC6L2)
ENSBTAG00000021958	GZMA	Bos taurus	granzyme A(GZMA)
ENSBTAG00000055298	OR5AK29	Bos taurus	olfactory receptor family 5 subfamily AK member 29(OR5AK29)
ENSBTAG00000045904	PIM3	Bos taurus	Pim-3 proto-oncogene, serine/threonine kinase(PIM3)
ENSBTAG00000021955	NPC2	Bos taurus	NPC intracellular cholesterol transporter 2(NPC2)
ENSBTAG00000019639	SNX16	Bos taurus	sorting nexin 16(SNX16)
ENSBTAG00000045905	PCDH15	Bos taurus	protocadherin related 15(PCDH15)
ENSBTAG00000021956	ISCA2	Bos taurus	iron-sulfur cluster assembly 2(ISCA2)
ENSBTAG00000055296	LGALSL	Bos taurus	galectin like(LGALSL)
ENSBTAG00000006323	SNX9	Bos taurus	sorting nexin 9(SNX9)
ENSBTAG00000021953	LARGE1	Bos taurus	LARGE xylosyl- and glucuronyltransferase 1(LARGE1)
ENSBTAG00000007654	CHST7	Bos taurus	carbohydrate sulfotransferase 7(CHST7)
ENSBTAG00000006324	NAB2	Bos taurus	NGFI-A binding protein 2(NAB2)
ENSBTAG00000008985	PCBP1	Bos taurus	poly(rC) binding protein 1(PCBP1)
ENSBTAG00000006325	NUDCD3	Bos taurus	NudC domain containing 3(NUDCD3)
ENSBTAG00000007657	SCARA3	Bos taurus	scavenger receptor class A member 3(SCARA3)
ENSBTAG00000021951	RBM17	Bos taurus	RNA binding motif protein 17(RBM17)
ENSBTAG00000020620	RGS2	Bos taurus	regulator of G-protein signaling 2, 24kDa(RGS2)
ENSBTAG00000045901	CLDN6	Bos taurus	claudin 6(CLDN6)
ENSBTAG00000008987	SOCS5	Bos taurus	suppressor of cytokine signaling 5(SOCS5)
ENSBTAG00000006326	ALDH1L2	Bos taurus	aldehyde dehydrogenase 1 family member L2(ALDH1L2)
ENSBTAG00000007651	TARS3	Bos taurus	threonyl-tRNA synthetase 3(TARS3)
ENSBTAG00000055290	LOC530599	Bos taurus	laminin subunit beta-2(LOC530599)
ENSBTAG00000006320	DBT	Bos taurus	dihydrolipoamide branched chain transacylase E2(DBT)
ENSBTAG00000008981	USP49	Bos taurus	ubiquitin specific peptidase 49(USP49)
ENSBTAG00000007650	SLC38A11	Bos taurus	solute carrier family 38 member 11(SLC38A11)
ENSBTAG00000006321	RTCA	Bos taurus	RNA 3'-terminal phosphate cyclase(RTCA)
ENSBTAG00000007652	RFTN2	Bos taurus	raftlin family member 2(RFTN2)
ENSBTAG00000006322	DENND5A	Bos taurus	DENN domain containing 5A(DENND5A)
ENSBTAG00000007659	CORO2A	Bos taurus	coronin 2A(CORO2A)
ENSBTAG00000007658	CTNNBL1	Bos taurus	catenin beta like 1(CTNNBL1)
ENSBTAG00000008989	BORCS5	Bos taurus	BLOC-1 related complex subunit 5(BORCS5)
ENSBTAG00000006328	RBM6	Bos taurus	RNA binding motif protein 6(RBM6)
ENSBTAG00000019633	SHROOM3	Bos taurus	shroom family member 3(SHROOM3)
ENSBTAG00000018300	TNFRSF19	Bos taurus	TNF receptor superfamily member 19(TNFRSF19)
ENSBTAG00000019634	PIDD1	Bos taurus	p53-induced death domain protein 1(PIDD1)
ENSBTAG00000055299	LOC112444541	Bos taurus	U6 spliceosomal RNA(LOC112444541)
ENSBTAG00000019636	SCARA5	Bos taurus	scavenger receptor class A member 5(SCARA5)
ENSBTAG00000019630	RGL1	Bos taurus	ral guanine nucleotide dissociation stimulator like 1(RGL1)
ENSBTAG00000018303	PAPPA2	Bos taurus	pappalysin 2(PAPPA2)
ENSBTAG00000019608	DDX47	Bos taurus	DEAD-box helicase 47(DDX47)
ENSBTAG00000021928	DIPK1B	Bos taurus	divergent protein kinase domain 1B(DIPK1B)
ENSBTAG00000021927	AATF	Bos taurus	apoptosis antagonizing transcription factor(AATF)
ENSBTAG00000021924	PLA2G4E	Bos taurus	phospholipase A2 group IVE(PLA2G4E)
ENSBTAG00000019604	VASP	Bos taurus	vasodilator stimulated phosphoprotein(VASP)
ENSBTAG00000019605	OPA3	Bos taurus	outer mitochondrial membrane lipid metabolism regulator OPA3(OPA3)
ENSBTAG00000019606	IFT52	Bos taurus	intraflagellar transport 52(IFT52)
ENSBTAG00000021922	SMAP2	Bos taurus	small ArfGAP2(SMAP2)
ENSBTAG00000021923	DSG2	Bos taurus	desmoglein 2(DSG2)
ENSBTAG00000008953	TAP1	Bos taurus	transporter 1, ATP binding cassette subfamily B member(TAP1)
ENSBTAG00000021920	SEMA4C	Bos taurus	semaphorin 4C(SEMA4C)
ENSBTAG00000007622	CTSD	Bos taurus	cathepsin D(CTSD)
ENSBTAG00000008952	RAP1GAP	Bos taurus	RAP1 GTPase activating protein(RAP1GAP)
ENSBTAG00000021921	STRBP	Bos taurus	spermatid perinuclear RNA binding protein(STRBP)
ENSBTAG00000007624	FRMD4B	Bos taurus	FERM domain containing 4B(FRMD4B)
ENSBTAG00000007623	CPTP	Bos taurus	ceramide-1-phosphate transfer protein(CPTP)
ENSBTAG00000008954	PSMB9	Bos taurus	proteasome 20S subunit beta 9(PSMB9)
ENSBTAG00000008951	ALPL	Bos taurus	alkaline phosphatase, biomineralization associated(ALPL)
ENSBTAG00000007620	INTS11	Bos taurus	integrator complex subunit 11(INTS11)
ENSBTAG00000008950	TRMT9B	Bos taurus	tRNA methyltransferase 9B (putative)(TRMT9B)
ENSBTAG00000007629	THAP1	Bos taurus	THAP domain containing 1(THAP1)
ENSBTAG00000007626	IL2RG	Bos taurus	interleukin 2 receptor subunit gamma(IL2RG)
ENSBTAG00000008956	CD8B	Bos taurus	CD8b molecule(CD8B)
ENSBTAG00000008958	NSMAF	Bos taurus	neutral sphingomyelinase activation associated factor(NSMAF)
ENSBTAG00000019600	OOEP	Bos taurus	oocyte expressed protein(OOEP)
ENSBTAG00000019602	SLCO1C1	Bos taurus	solute carrier organic anion transporter family member 1C1(SLCO1C1)
ENSBTAG00000019603	LDHB	Bos taurus	lactate dehydrogenase B(LDHB)
ENSBTAG00000021919	NAV1	Bos taurus	neuron navigator 1(NAV1)
ENSBTAG00000020608	ATG9A	Bos taurus	autophagy related 9A(ATG9A)
ENSBTAG00000021939	ELAC2	Bos taurus	elaC ribonuclease Z 2(ELAC2)
ENSBTAG00000020606	ZFAND2B	Bos taurus	zinc finger AN1-type containing 2B(ZFAND2B)
ENSBTAG00000021938	ARHGAP44	Bos taurus	Rho GTPase activating protein 44(ARHGAP44)
ENSBTAG00000020607	ABCB6	Bos taurus	ATP binding cassette subfamily B member 6(ABCB6)
ENSBTAG00000021935	ELMOD3	Bos taurus	ELMO domain containing 3(ELMOD3)
ENSBTAG00000019615	PHTF1	Bos taurus	putative homeodomain transcription factor 1(PHTF1)
ENSBTAG00000020605	SMTNL2	Bos taurus	smoothelin like 2(SMTNL2)
ENSBTAG00000019616	APCS	Bos taurus	amyloid P component, serum(APCS)
ENSBTAG00000021933	ALOX12	Bos taurus	arachidonate 12-lipoxygenase, 12S type(ALOX12)
ENSBTAG00000020602	IDO1	Bos taurus	indoleamine 2,3-dioxygenase 1(IDO1)
ENSBTAG00000019617	PTPN22	Bos taurus	protein tyrosine phosphatase non-receptor type 22(PTPN22)
ENSBTAG00000021934	RETSAT	Bos taurus	retinol saturase(RETSAT)
ENSBTAG00000019618	OR10J4	Bos taurus	olfactory receptor family 10 subfamily J member 4(OR10J4)
ENSBTAG00000007633	ANKRD34B	Bos taurus	ankyrin repeat domain 34B(ANKRD34B)
ENSBTAG00000021931	C19H17orf49	Bos taurus	chromosome 19 C17orf49 homolog(C19H17orf49)
ENSBTAG00000020600	RHOD	Bos taurus	ras homolog family member D(RHOD)
ENSBTAG00000008964	DTD1	Bos taurus	D-aminoacyl-tRNA deacylase 1(DTD1)
ENSBTAG00000008963	CIT	Bos taurus	citron rho-interacting serine/threonine kinase(CIT)
ENSBTAG00000007632	FAM151B	Bos taurus	family with sequence similarity 151 member B(FAM151B)
ENSBTAG00000020601	ZNF366	Bos taurus	zinc finger protein 366(ZNF366)
ENSBTAG00000021932	RNASEK	Bos taurus	ribonuclease K(RNASEK)
ENSBTAG00000007635	PLCL1	Bos taurus	phospholipase C like 1 (inactive)(PLCL1)
ENSBTAG00000008966	TSPAN7	Bos taurus	tetraspanin 7(TSPAN7)
ENSBTAG00000007634	HOOK3	Bos taurus	hook microtubule tethering protein 3(HOOK3)
ENSBTAG00000006304	PAG6	Bos taurus	pregnancy-associated glycoprotein 6(PAG6)
ENSBTAG00000008962	MRPL50	Bos taurus	mitochondrial ribosomal protein L50(MRPL50)
